,accommodates,bedrooms,bathrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price
6871,1.139585570123842,0.8926045241579442,-0.2935371048475197,1.0558798815996302,-0.21240721823607003,1.0628583667809814,-0.1881693421230106,65.0
7312,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.43426085407988463,65.0
637,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1289889957659591,-0.33568480908380055,0.33296562437389915,100.0
5158,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,1.0610181783916857,0.5356292224560307,190.0
628,1.775302802273677,3.2715811334016554,1.9814832173040364,2.7570196908434785,-0.07337684745255181,1.0628583667809814,-0.4776887679546271,190.0
7056,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,2.576741174568927,53.0
23,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,3.096515606411664,1.0628583667809814,-0.6369244521620162,80.0
4000,-0.1318488941758279,-1.4863720850857667,-0.2935371048475197,1.0558798815996302,-0.15679506992266273,-0.9503077311085864,2.8662606004005435,69.0
7465,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,-0.5934965382872738,100.0
801,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,0.5939689323083356,1.0628583667809814,-0.41978488278830384,114.0
4032,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,5.877262629049356,46.0
3028,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.6369244521620162,144.0
110,-0.1318488941758279,0.8926045241579442,3.1189933783798147,-0.6452599276442184,-0.1846011440793664,-0.8969422678190092,-0.43426085407988463,160.0
604,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,2.2623333817105546,-0.3448857510302794,-0.5934965382872738,146.0
6582,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,2.2623333817105546,1.0628583667809814,-0.37635696891356135,160.0
6394,3.0467372665733463,3.2715811334016554,7.6690340226829266,2.7570196908434785,-0.1846011440793664,-0.8417366161401362,0.5501051937476116,600.0
3669,1.139585570123842,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.6761196611035173,2.229317863570987,199.0
7445,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1289889957659591,-0.8969422678190092,-0.405308911496723,60.0
5080,1.775302802273677,0.8926045241579442,1.9814832173040364,1.0558798815996302,-0.1289889957659591,1.0628583667809814,-0.5355926531209504,150.0
2045,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.33568480908380055,-0.5790205669956929,167.0
7278,1.775302802273677,-0.2968837804639113,0.8439730562282584,1.0558798815996302,-0.15679506992266273,-0.9613488614443609,0.028970227250701808,100.0
5581,0.503868337974007,0.8926045241579442,1.9814832173040364,1.0558798815996302,-0.15679506992266273,-0.33568480908380055,-0.26054919858091474,525.0
2121,1.139585570123842,0.8926045241579442,1.9814832173040364,1.9064497862215544,-0.15679506992266273,-0.33568480908380055,-0.6369244521620162,260.0
3117,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.07337684745255181,-0.9521479194978821,-0.41978488278830384,43.0
3080,0.503868337974007,-0.2968837804639113,0.8439730562282584,-0.6452599276442184,-0.15679506992266273,-0.33568480908380055,0.6080090789139349,125.0
5037,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.10118292160925545,-0.9613488614443609,-0.4776887679546271,40.0
7217,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1289889957659591,-0.8969422678190092,0.014494255959120983,117.0
799,1.775302802273677,-0.2968837804639113,0.8439730562282584,0.2053099769777059,-0.1289889957659591,-0.9521479194978821,-0.651400423453597,60.0
3659,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1289889957659591,-0.8233347322471786,-0.5500686244125312,70.0
1101,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.10118292160925545,1.0628583667809814,-0.5211166818293695,96.0
5762,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.10118292160925545,1.0628583667809814,-0.5211166818293695,80.0
571,1.775302802273677,3.2715811334016554,1.9814832173040364,1.9064497862215544,-0.1846011440793664,-0.9521479194978821,0.15925396887492924,185.0
2672,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,0.014494255959120983,146.0
4820,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.9521479194978821,-0.17369337083142977,169.0
7964,1.775302802273677,2.0820928287797997,-0.2935371048475197,1.9064497862215544,-0.1289889957659591,1.0628583667809814,-0.2460732272893339,178.0
2709,0.503868337974007,0.8926045241579442,-0.2935371048475197,1.0558798815996302,-0.1846011440793664,1.0628583667809814,-0.5066407105377888,130.0
1792,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.10118292160925545,1.0628583667809814,-0.10131351437352563,150.0
5020,-0.1318488941758279,-1.4863720850857667,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,-0.9521479194978821,0.593533107622354,58.0
5347,0.503868337974007,0.8926045241579442,-0.2935371048475197,0.2053099769777059,2.290139455867258,1.0628583667809814,-0.6369244521620162,190.0
432,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,0.037847449174262776,-0.8969422678190092,0.20268188274967172,38.0
6165,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.651400423453597,70.0
470,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.10118292160925545,-0.9815909337266144,2.692548944901574,100.0
1747,0.503868337974007,-1.4863720850857667,-0.2935371048475197,0.2053099769777059,0.5939689323083356,1.0628583667809814,-0.5211166818293695,50.0
976,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.8417366161401362,-0.1881693421230106,100.0
1772,-0.7675661263256629,-0.2968837804639113,0.8439730562282584,-0.6452599276442184,-0.15679506992266273,-0.9503077311085864,4.386237586016531,54.0
7633,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9521479194978821,-0.5645445957041121,87.0
5187,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.01445768662404067,70.0
4332,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,-0.5934965382872738,102.0
1926,0.503868337974007,0.8926045241579442,1.9814832173040364,0.2053099769777059,-0.15679506992266273,-0.33568480908380055,-0.39083294020514214,119.0
2881,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.15679506992266273,0.8328348181190107,-0.4487368253714655,47.0
4156,1.775302802273677,2.0820928287797997,-0.2935371048475197,1.0558798815996302,-0.07337684745255181,1.0628583667809814,-0.5645445957041121,139.0
7419,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.9797507453373187,1.3897115286592994,69.0
4189,0.503868337974007,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,-0.34740502633039966,84.0
2591,0.503868337974007,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.8859011374832346,0.1882059114580909,300.0
5089,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9503077311085864,-0.6369244521620162,39.0
717,1.139585570123842,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1289889957659591,-0.9521479194978821,-0.405308911496723,200.0
1294,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9944722524516848,2.3161736913204725,57.0
2417,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9815909337266144,-0.10131351437352563,85.0
1465,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.04557077329584816,-0.6761196611035173,-0.6369244521620162,70.0
7954,0.503868337974007,-0.2968837804639113,1.9814832173040364,0.2053099769777059,-0.15679506992266273,-0.33568480908380055,-0.6369244521620162,217.0
6647,-0.1318488941758279,0.8926045241579442,-0.2935371048475197,1.0558798815996302,-0.07337684745255181,-0.9705498033908398,-0.651400423453597,70.0
4024,1.139585570123842,0.8926045241579442,-0.2935371048475197,1.9064497862215544,-0.1289889957659591,-0.33568480908380055,-0.17369337083142977,95.0
5914,-0.7675661263256629,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,1.0628583667809814,-0.6224484808704354,95.0
2485,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,0.3159081907412992,-0.8969422678190092,-0.43426085407988463,69.0
2927,3.0467372665733463,2.0820928287797997,1.9814832173040364,1.9064497862215544,-0.1289889957659591,1.0628583667809814,-0.2026453134145914,260.0
4653,1.775302802273677,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1289889957659591,-0.9503077311085864,0.8830525334539706,170.0
6730,-1.4032833584754978,-0.2968837804639113,-1.4310472659232978,-0.6452599276442184,-0.15679506992266273,-0.9521479194978821,-0.2895011411640764,30.0
5157,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9705498033908398,-0.651400423453597,100.0
3034,0.503868337974007,0.8926045241579442,-0.2935371048475197,1.0558798815996302,0.5939689323083356,-0.45529705438802537,-0.5645445957041121,89.0
1442,0.503868337974007,2.0820928287797997,1.9814832173040364,1.0558798815996302,-0.10118292160925545,-0.9687096150015441,-0.6369244521620162,290.0
6673,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,-0.5355926531209504,50.0
488,0.503868337974007,0.8926045241579442,0.8439730562282584,1.0558798815996302,-0.1846011440793664,-0.8969422678190092,-0.5790205669956929,269.0
6154,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,2.5477892319857656,160.0
7246,-0.7675661263256629,-0.2968837804639113,0.8439730562282584,-0.6452599276442184,0.037847449174262776,-0.9503077311085864,-0.3618809976219805,259.0
1726,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,1.1500904154424085,1.0628583667809814,-0.0868375430819448,500.0
6939,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1289889957659591,-0.9797507453373187,-0.6224484808704354,60.0
2645,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.04557077329584816,1.0628583667809814,-0.651400423453597,100.0
3916,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.15679506992266273,-0.9687096150015441,2.8807365716921245,60.0
6564,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,0.3437142648980029,1.0628583667809814,-0.10131351437352563,50.0
6841,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.1846011440793664,1.0628583667809814,-0.3618809976219805,120.0
2564,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.10118292160925545,-0.9337460356049245,-0.5645445957041121,55.0
1651,-1.4032833584754978,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,0.5939689323083356,1.0628583667809814,0.6224850502055157,48.0
3878,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,1.0558798815996302,-0.21240721823607003,1.0628583667809814,-0.651400423453597,70.0
1864,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.8932618910404176,0.49220130858128824,65.0
969,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,0.176877819957781,-0.8969422678190092,-0.6224484808704354,30.0
5351,0.503868337974007,0.8926045241579442,-0.2935371048475197,1.0558798815996302,-0.07337684745255181,1.0628583667809814,0.5356292224560307,175.0
4626,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,0.5939689323083356,-0.4460961124415465,-0.6369244521620162,150.0
5711,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.9521479194978821,0.07239814112544429,125.0
6313,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.1289889957659591,-0.9889516872837975,-0.5790205669956929,40.0
3668,2.4110200344235118,2.0820928287797997,4.256503539455593,3.607589595465403,-0.1846011440793664,-0.9521479194978821,-0.34740502633039966,690.0
2227,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.9815909337266144,1.1291440454108446,66.0
7879,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.6224484808704354,60.0
5114,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.07337684745255181,1.0628583667809814,-0.6369244521620162,75.0
4393,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.9539881078871779,2.4754093755278612,104.0
2538,1.775302802273677,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,1.0628583667809814,0.20268188274967172,95.0
2209,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,1.5344712415751076,68.0
1130,1.775302802273677,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.04557077329584816,-0.9521479194978821,-0.5500686244125312,120.0
179,1.775302802273677,0.8926045241579442,-0.2935371048475197,1.9064497862215544,0.010041375017559131,-0.9245450936584456,-0.5211166818293695,115.0
5050,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.04557077329584816,-0.33568480908380055,-0.6369244521620162,110.0
2660,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,0.5939689323083356,-0.4460961124415465,1.7371348396572392,50.0
5246,-0.1318488941758279,-1.4863720850857667,-0.2935371048475197,0.2053099769777059,-0.21240721823607003,1.0628583667809814,1.3173316722013952,48.0
3213,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.8233347322471786,1.1580959879940063,79.0
1679,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,0.4632493659981266,50.0
1606,0.503868337974007,-0.2968837804639113,-0.2935371048475197,1.9064497862215544,-0.15679506992266273,-0.9521479194978821,0.49220130858128824,105.0
4410,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,1.0628583667809814,-0.6224484808704354,60.0
5678,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.04557077329584816,1.0628583667809814,-0.651400423453597,57.0
7285,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.10118292160925545,1.0628583667809814,-0.30397711245565723,58.0
231,1.775302802273677,-0.2968837804639113,-0.2935371048475197,1.0558798815996302,0.037847449174262776,-0.7865309644612632,-0.5645445957041121,70.0
1007,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,-0.9815909337266144,-0.04340962920720232,90.0
7292,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.651400423453597,31.0
3360,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,0.5939689323083356,-0.4460961124415465,-0.6079725095788545,69.0
2346,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,1.0628583667809814,-0.41978488278830384,99.0
1761,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,0.14907174580107735,-0.08725937652887218,-0.49216473924620796,50.0
1150,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,-0.9944722524516848,-0.651400423453597,30.0
3269,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,2.290139455867258,1.0628583667809814,-0.5355926531209504,148.0
7875,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1289889957659591,-0.9521479194978821,-0.651400423453597,110.0
7019,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.33568480908380055,-0.41978488278830384,60.0
2008,3.0467372665733463,2.0820928287797997,4.256503539455593,2.7570196908434785,-0.1846011440793664,-0.9521479194978821,-0.6224484808704354,374.0
5844,-0.1318488941758279,-0.2968837804639113,0.8439730562282584,1.0558798815996302,-0.21240721823607003,-1.0018330060088678,-0.5500686244125312,50.0
1295,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.15679506992266273,-0.33568480908380055,-0.07236157179036398,140.0
7135,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,-0.651400423453597,100.0
3019,-0.1318488941758279,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,-0.9944722524516848,0.9409564186202938,108.0
5838,-0.1318488941758279,-1.4863720850857667,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,1.6647549831993351,75.0
453,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,-0.2460732272893339,160.0
3476,1.775302802273677,2.0820928287797997,1.9814832173040364,1.0558798815996302,-0.1289889957659591,-0.9815909337266144,-0.46321279666304627,177.0
3150,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9797507453373187,-0.651400423453597,65.0
2552,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.15679506992266273,-0.9558282962764737,-0.39083294020514214,98.0
6478,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.33568480908380055,-0.5934965382872738,56.0
749,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9521479194978821,-0.3618809976219805,74.0
4136,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9797507453373187,1.6358030406161734,90.0
3834,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.1846011440793664,-0.9558282962764737,-0.3618809976219805,60.0
1545,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0591779900023899,1.6358030406161734,75.0
5531,0.503868337974007,0.8926045241579442,-0.2935371048475197,-1.4958298322661427,-0.15679506992266273,-0.9521479194978821,-0.1447414282482681,120.0
3255,-0.1318488941758279,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,-0.8969422678190092,0.44877339470654576,90.0
7377,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,-0.9944722524516848,-0.2895011411640764,55.0
7650,0.503868337974007,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.21240721823607003,1.0628583667809814,-0.651400423453597,180.0
6581,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,1.0628583667809814,0.08687411241702511,95.0
6781,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,-1.4958298322661427,-0.1846011440793664,-0.9521479194978821,0.9409564186202938,178.0
4847,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.9521479194978821,-0.6369244521620162,65.0
7215,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,1.0628583667809814,1.1436200167024253,55.0
5121,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,1.0628583667809814,-0.2895011411640764,40.0
4996,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,1.0628583667809814,-0.39083294020514214,90.0
1218,-1.4032833584754978,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,3.930697831112773,0.6488159791894341,-0.5500686244125312,35.0
636,-0.7675661263256629,-0.2968837804639113,0.8439730562282584,-1.4958298322661427,-0.1289889957659591,1.0628583667809814,-0.33292905503881887,90.0
7170,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.9613488614443609,0.11582605500018676,90.0
6720,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.5934965382872738,58.0
6241,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.651400423453597,45.0
4861,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,2.2623333817105546,-0.33568480908380055,-0.41978488278830384,30.0
101,-0.1318488941758279,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.10118292160925545,-0.9521479194978821,0.07239814112544429,130.0
6507,0.503868337974007,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,1.0628583667809814,0.7961967057044856,130.0
3584,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.9797507453373187,2.09903412194676,195.0
6155,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,1.8284667540155947e-05,50.0
4906,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9521479194978821,1.4041874999508803,80.0
1949,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9521479194978821,-0.028933657915621497,95.0
3032,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,0.5939689323083356,1.0628583667809814,0.15925396887492924,105.0
506,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,0.3437142648980029,-0.7865309644612632,-0.405308911496723,35.0
2311,-0.1318488941758279,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.9889516872837975,1.5199952702835269,55.0
1755,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,0.7382928205381623,73.0
5573,1.775302802273677,0.8926045241579442,-0.2935371048475197,1.0558798815996302,-0.15679506992266273,1.0628583667809814,1.418663471242461,150.0
5369,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,0.6224850502055157,130.0
2849,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.17369337083142977,80.0
7639,1.775302802273677,2.0820928287797997,-0.2935371048475197,-1.4958298322661427,-0.1289889957659591,-0.9815909337266144,-0.2026453134145914,100.0
6442,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,0.010041375017559131,-0.9521479194978821,-0.34740502633039966,90.0
7537,-0.1318488941758279,-1.4863720850857667,0.8439730562282584,1.0558798815996302,-0.1846011440793664,-0.9705498033908398,-0.26054919858091474,80.0
7294,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.04557077329584816,-0.9779105569480229,-0.651400423453597,43.0
1737,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.10118292160925545,-0.8417366161401362,-0.39083294020514214,90.0
772,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,1.428151157009445,-0.33568480908380055,-0.5790205669956929,146.0
7995,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,3.930697831112773,1.0628583667809814,-0.651400423453597,55.0
7753,-0.1318488941758279,0.8926045241579442,3.1189933783798147,1.0558798815996302,-0.1846011440793664,1.0628583667809814,-0.651400423453597,160.0
6353,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9613488614443609,-0.3618809976219805,69.0
7722,1.775302802273677,3.2715811334016554,1.9814832173040364,3.607589595465403,-0.15679506992266273,1.0628583667809814,0.2461097966244142,154.0
4788,-1.4032833584754978,-0.2968837804639113,0.8439730562282584,-1.4958298322661427,-0.04557077329584816,-0.8969422678190092,-0.4487368253714655,44.0
6863,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.21240721823607003,1.0628583667809814,-0.5645445957041121,60.0
4917,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.21240721823607003,1.0628583667809814,-0.1302654569566873,90.0
